npdes_id,frs_id,city,state,zip,watershed_,latitude,longitude,facility_t,major_mino,cso_outfal,median_hou,poverty_ra,white_alon,state_fips,city_name_,GISJOIN,INTPTLAT,INTPTLON,good_LAT,good_LON,lat_long_s,OBJECTID,STATE_2,STATE_FI_1,CD_2DIG,STATE_CODE,CLIMDIV,CD_NEW,FIPS_CD,NCDC_GEO_I,NAME,ST_ABBRV,SHAPE_AREA,SHAPE_LEN,fid,pctChg3day
IL0030783,"110018321920",ROCK ISLAND,IL,"61201","70801010406",41.500138999999997,-90.597166999999999,POTW,M,"6","54858",14.000000000000000,80.200000000000003,"17",rock island,G17065078,41.470163399999997,-90.583112999999997,41.470163399999997,-90.583112999999997,NHGIS,"155",Illinois,"17","1","11","1101","1","1701",65.000000000000000,NORTHWEST,IL,0.000000000000000,0.000000000000000,6357,"2"
IL0031216,"110000877917",SPRING VALLEY,IL,"61362","71300010802",41.324157999999997,-89.199888000000001,POTW,M,"9","50814",13.199999999999999,85.500000000000000,"17",spring valley,G17072156,41.335433999999999,-89.203363100000004,41.335433999999999,-89.203363100000004,NHGIS,"155",Illinois,"17","1","11","1101","1","1701",65.000000000000000,NORTHWEST,IL,0.000000000000000,0.000000000000000,6219,"21"
IL0027367,"110018293746",ADDISON,IL,60101-4059,"71200040404",41.920907999999997,-87.975131000000005,POTW,M,"1","67337",12.400000000000000,68.500000000000000,"17",addison,G17000243,41.930782299999997,-88.008987300000001,41.930782299999997,-88.008987300000001,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5841,"35"
ILM580006,"110014449392",ARLINGTON HEIGHTS,IL,60005-1403,"71200040505",42.081710000000001,-87.980480000000000,NON-POTW,N,"1","96340",4.000000000000000,84.200000000000003,"17",arlington heights,G17002154,42.097362099999998,-87.981670600000001,42.097362099999998,-87.981670600000001,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5667,"34"
IL0048518,"110006769327",AURORA,IL,60505-3302,"71200070106",41.756476999999997,-88.314698000000007,NON-POTW,N,"16","71749",11.400000000000000,59.500000000000000,"17",aurora,G17003012,41.763455000000000,-88.290098999999998,41.763455000000000,-88.290098999999998,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5969,"31"
ILM580031,"110014449711",BLUE ISLAND,IL,60406-2331,"71200030403",41.655993000000002,-87.682576999999995,NON-POTW,N,"5","48398",17.699999999999999,48.500000000000000,"17",blue island,G17006704,41.657570100000001,-87.681125600000001,41.657570100000001,-87.681125600000001,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5740,"40"
ILM580032,"110014449720",BROOKFIELD,IL,60513-1688,"71200040404",41.822510000000001,-87.842759999999998,NON-POTW,N,"6","82435",7.100000000000000,84.799999999999997,"17",brookfield,G17008576,41.825059400000001,-87.847545699999998,41.825059400000001,-87.847545699999998,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5970,"36"
ILM580018,"110014449542",BURNHAM,IL,60633-2081,"71200030407",41.631749999999997,-87.556037000000003,NON-POTW,N,"3","46394",17.100000000000001,30.300000000000001,"17",burnham,G17009798,41.639480200000001,-87.544960399999994,41.639480200000001,-87.544960399999994,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5740,"40"
ILM580025,"110014449631",CALUMET CITY,IL,60409-4115,"71200030407",41.615530000000000,-87.529988000000003,NON-POTW,N,"7","44456",18.000000000000000,22.800000000000001,"17",calumet city,G17010487,41.596578999999998,-87.564447400000006,41.596578999999998,-87.564447400000006,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5740,"40"
ILM580016,"110014449524",CALUMET PARK,IL,60827-5819,"71200030407",41.668380999999997,-87.653766000000005,NON-POTW,N,"1","48092",17.300000000000001,9.500000000000000,"17",calumet park,G17010513,41.665735200000000,-87.657650399999994,41.665735200000000,-87.657650399999994,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5740,"40"
IL0045012,"110005853932",CHICAGO,IL,60602-1202,"71200030107",41.883830000000003,-87.632450000000006,NON-POTW,N,"244","58247",18.399999999999999,50.000000000000000,"17",chicago,G17014000,41.837551099999999,-87.681844100000006,41.837551099999999,-87.681844100000006,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5740,"40"
IL0028053,"110018265642",CICERO,IL,60804-4112,"71200040705",41.821590000000000,-87.772850000000005,POTW,M,"15","49367",16.199999999999999,34.100000000000001,"17",cicero,G17014351,41.844537299999999,-87.759289899999999,41.844537299999999,-87.759289899999999,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5970,"36"
ILM580026,"110014449659",DES PLAINES,IL,60016-4498,"71200040505",42.042135000000002,-87.888738000000004,NON-POTW,N,"3","69760",8.500000000000000,77.599999999999994,"17",des plaines,G17019642,42.034398000000003,-87.901136300000005,42.034398000000003,-87.901136300000005,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5841,"35"
ILM580011,"110018343256",DIXMOOR,IL,"60426","71200030405",41.626249999999999,-87.657216000000005,NON-POTW,N,"1","49668",20.000000000000000,40.100000000000001,"17",dixmoor,G17020149,41.632950500000000,-87.667232600000006,41.632950500000000,-87.667232600000006,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5740,"40"
ILM580017,"110015317744",DOLTON,IL,60419-1029,"71200030407",41.640174999999999,-87.609944999999996,NON-POTW,N,"3","46614",22.300000000000001,4.800000000000000,"17",dolton,G17020292,41.630275500000003,-87.596834000000001,41.630275500000003,-87.596834000000001,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5740,"40"
IL0020877,"110018172109",EARLVILLE,IL,"60518","71200070504",41.583055999999999,-88.920000000000002,POTW,N,"1","54301",9.300000000000001,97.299999999999997,"17",earlville,G17021540,41.588067799999997,-88.922953699999994,41.588067799999997,-88.922953699999994,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,6221,"21"
IL0070505,"110003052320",ELGIN,IL,60120-5555,"71200061206",42.039569999999998,-88.284302999999994,NON-POTW,N,"12","69041",11.300000000000001,61.799999999999997,"17",elgin,G17023074,42.039638600000004,-88.321709400000003,42.039638600000004,-88.321709400000003,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5739,"29"
ILM580002,"110000548694",EVANSTON,IL,60201-2452,"40400020502",42.061667000000000,-87.675556000000000,NON-POTW,N,"15","78904",13.300000000000001,66.599999999999994,"17",evanston,G17024582,42.046390899999999,-87.694352499999994,42.046390899999999,-87.694352499999994,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5841,"35"
ILM580019,"110014449551",FOREST PARK,IL,"60130","71200040506",41.874659999999999,-87.814250000000001,NON-POTW,N,"2","62664",9.699999999999999,57.899999999999999,"17",forest park,G17026935,41.868369399999999,-87.815662900000007,41.868369399999999,-87.815662900000007,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5970,"36"
ILM580029,"110039417878",FRANKLIN PARK,IL,60131-2763,"71200040506",41.936839999999997,-87.863829999999993,NON-POTW,N,"4","63971",9.300000000000001,77.900000000000006,"17",franklin park,G17027702,41.935992499999998,-87.879189699999998,41.935992499999998,-87.879189699999998,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5841,"35"
IL0072389,"110015661586",GOLF,IL,"60029","71200030103",42.058610999999999,-87.787778000000003,POTW,N,"1","237750",1.000000000000000,92.500000000000000,"17",golf,G17030328,42.058549100000000,-87.784940599999999,42.058549100000000,-87.784940599999999,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5841,"35"
ILM580020,"110014449560",HARVEY,IL,60426-3305,"71200030405",41.611369000000003,-87.644580000000005,NON-POTW,N,"7","30306",32.799999999999997,21.500000000000000,"17",harvey,G17033383,41.607582499999999,-87.651989499999999,41.607582499999999,-87.651989499999999,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5740,"40"
IL0066818,"110018330386",HINSDALE,IL,60521-3489,"71200040701",41.803665000000002,-87.928921000000003,NON-POTW,N,"4","203368",2.200000000000000,84.799999999999997,"17",hinsdale,G17035307,41.800682500000001,-87.928172500000002,41.800682500000001,-87.928172500000002,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5970,"36"
IL0022519,"110009689756",JOLIET,IL,60436-2744,"71200040603",41.507092000000000,-88.090626999999998,POTW,M,"9","70509",10.900000000000000,66.400000000000006,"17",joliet,G17038570,41.517700499999997,-88.148846300000002,41.517700499999997,-88.148846300000002,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,6224,"35"
ILM580008,"110005802916",LA GRANGE PARK,IL,"60525","71200040404",41.822335000000002,-87.873756999999998,NON-POTW,N,"6","105783",4.600000000000000,89.799999999999997,"17",la grange park,G17040793,41.830761500000001,-87.872284500000006,41.830761500000001,-87.872284500000006,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5970,"36"
ILM580009,"110014449454",LAGRANGE,IL,60525-2487,"71200040404",41.813783000000001,-87.869586999999996,NON-POTW,N,"3","82292",4.100000000000000,91.200000000000003,"17",lagrange,G17040767,41.807213900000001,-87.874146499999995,41.807213900000001,-87.874146499999995,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5970,"36"
ILM580027,"110014449668",LANSING,IL,"60438","71200030203",41.564749999999997,-87.544169999999994,NON-POTW,N,"1","53940",15.500000000000000,48.299999999999997,"17",lansing,G17042028,41.565004299999998,-87.546003700000000,41.565004299999998,-87.546003700000000,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5740,"40"
IL0029424,"110000731673",LASALLE,IL,"61301","71200050802",41.323900000000002,-88.704999999999998,POTW,M,"3","49792",19.600000000000001,89.599999999999994,"17",lasalle,G17042184,41.365420499999999,-89.118891300000001,41.365420499999999,-89.118891300000001,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,6220,"20"
IL0039551,"110006769531",LEMONT,IL,"60439","71200040705",41.672499999999999,-88.004166999999995,NON-POTW,N,"3","99724",4.900000000000000,95.099999999999994,"17",lemont,G17042795,41.667327600000000,-87.984410699999998,41.667327600000000,-87.984410699999998,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,6110,"37"
ILM580034,"110014449757",LINCOLNWOOD,IL,60712-2606,"71200030104",42.006610000000002,-87.732799999999997,NON-POTW,N,"2","95030",6.200000000000000,63.399999999999999,"17",lincolnwood,G17043744,42.005429900000003,-87.732959399999999,42.005429900000003,-87.732959399999999,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5841,"35"
IL0022471,"110009694349",LOMBARD,IL,"60148","71200040803",41.876666999999998,-88.034999999999997,POTW,N,"2","82461",6.300000000000000,77.200000000000003,"17",lombard,G17044407,41.873844099999999,-88.015491400000002,41.873844099999999,-88.015491400000002,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5970,"36"
ILM580004,"110014451306",LYONS,IL,60534-1216,"71200040706",41.820149999999998,-87.815719999999999,NON-POTW,N,"3","60168",11.800000000000001,78.799999999999997,"17",lyons,G17045434,41.812184400000000,-87.818589299999999,41.812184400000000,-87.818589299999999,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5970,"36"
ILM580028,"110014449677",MARKHAM,IL,"60426","71200030405",41.597239999999999,-87.663150000000002,NON-POTW,N,"1","43011",19.000000000000000,14.500000000000000,"17",markham,G17047007,41.600036000000003,-87.690454900000006,41.600036000000003,-87.690454900000006,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5740,"40"
IL0021059,"110000731441",MARSEILLES,IL,"61341","71200050803",41.329631999999997,-88.722195999999997,POTW,M,"1","58750",15.300000000000001,96.799999999999997,"17",marseilles,G17047150,41.352165300000003,-88.693196900000004,41.352165300000003,-88.693196900000004,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,6222,"25"
ILM580022,"110014449597",MAYWOOD,IL,"60153","71200040506",41.889404999999996,-87.839275999999998,NON-POTW,N,"8","50176",15.900000000000000,18.199999999999999,"17",maywood,G17047774,41.879780799999999,-87.844180300000005,41.879780799999999,-87.844180300000005,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5970,"36"
ILM580003,"110014451280",MELROSE PARK,IL,60160-3635,"71200040403",41.891838000000000,-87.861444000000006,NON-POTW,N,"1","50870",17.199999999999999,58.100000000000001,"17",melrose park,G17048242,41.902898000000000,-87.864306299999996,41.902898000000000,-87.864306299999996,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5841,"35"
IL0021113,"110018338262",MORRIS,IL,"60450","71200050601",41.363610999999999,-88.426666999999995,NON-POTW,M,"5","63562",10.800000000000001,92.599999999999994,"17",morris,G17050491,41.375362099999997,-88.431042599999998,41.375362099999997,-88.431042599999998,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,6223,"30"
ILM580005,"110014451315",MORTON GROVE,IL,60053-2902,"71200030105",42.038170000000001,-87.779660000000007,NON-POTW,N,"2","85360",7.100000000000000,60.100000000000001,"17",morton grove,G17050647,42.042321000000001,-87.789012099999994,42.042321000000001,-87.789012099999994,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5841,"35"
ILM580035,"110014449775",NILES,IL,60714-3229,"71200030105",42.025548000000001,-87.801277999999996,NON-POTW,N,"8","64772",9.199999999999999,72.500000000000000,"17",niles,G17053000,42.027865499999997,-87.809964100000002,42.027865499999997,-87.809964100000002,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5841,"35"
ILM580030,"110014449702",NORTH RIVERSIDE,IL,60546-1584,"71200040506",41.845619999999997,-87.822969999999998,NON-POTW,N,"2","59340",5.800000000000000,73.500000000000000,"17",north riverside,G17054144,41.846141899999999,-87.826282599999999,41.846141899999999,-87.826282599999999,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5970,"36"
IL0024996,"110010022242",OGLESBY,IL,"61348","71300020906",41.298200000000001,-89.054800000000000,POTW,N,"7","60508",8.199999999999999,92.799999999999997,"17",oglesby,G17055353,41.295963200000003,-89.069283400000003,41.295963200000003,-89.069283400000003,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,6220,"20"
IL0020818,"110028019542",OSWEGO,IL,"60543","71200070109",41.715639000000003,-88.352870999999993,POTW,M,"1","102110",1.500000000000000,82.000000000000000,"17",oswego,G17056887,41.683220200000001,-88.338848799999994,41.683220200000001,-88.338848799999994,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,6109,"24"
IL0030384,"110001104126",OTTAWA,IL,"61350","71300010201",41.339579999999998,-88.847740000000002,POTW,M,"14","51288",17.100000000000001,89.799999999999997,"17",ottawa,G17056926,41.353328200000000,-88.830055999999999,41.353328200000000,-88.830055999999999,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,6221,"21"
ILM580014,"110014449506",PARK RIDGE,IL,60068-4182,"71200040505",42.008636000000003,-87.830369000000005,NON-POTW,N,"4","111642",3.800000000000000,90.299999999999997,"17",park ridge,G17057875,42.011761700000001,-87.843433599999997,42.011761700000001,-87.843433599999997,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5841,"35"
IL0030660,"110000561035",PERU,IL,"61354","71300010804",41.326349999999998,-89.114260000000002,POTW,M,"22","51321",10.300000000000001,95.299999999999997,"17",peru,G17059234,41.347244699999997,-89.133420200000003,41.347244699999997,-89.133420200000003,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,6220,"20"
IL0072834,"110015723092",PHOENIX,IL,60426-2351,"71200030405",41.612479999999998,-87.635890000000003,NON-POTW,N,"1","36906",22.100000000000001,14.900000000000000,"17",phoenix,G17059572,41.611781399999998,-87.630852000000004,41.611781399999998,-87.630852000000004,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5740,"40"
ILM580037,"110006769620",POSEN,IL,60469-1344,"71200030404",41.626314999999998,-87.680290999999997,NON-POTW,N,"1","42370",22.899999999999999,67.200000000000003,"17",posen,G17061314,41.629066899999998,-87.685842399999999,41.629066899999998,-87.685842399999999,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5740,"40"
ILM580024,"110014449622",RIVER FOREST,IL,60305-1726,"71200040506",41.886839999999999,-87.819550000000007,NON-POTW,N,"2","129928",3.600000000000000,85.200000000000003,"17",river forest,G17064304,41.894874999999999,-87.819063499999999,41.894874999999999,-87.819063499999999,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5841,"35"
ILM580021,"110014449579",RIVER GROVE,IL,60171-1612,"71200040506",41.927247999999999,-87.835688000000005,NON-POTW,N,"6","59814",10.199999999999999,83.400000000000006,"17",river grove,G17064343,41.924276999999996,-87.837931200000000,41.924276999999996,-87.837931200000000,NHGIS,"156",Illinois,"17","2","11","1102","2","1702",66.000000000000000,NORTHEAST,IL,0.000000000000000,0.000000000000000,5841,"35"
